ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
18.4	Suture of laceration of external ear	1	0.005673	417224006	Suture of laceration of external ear (procedure)
49.45	Ligation of hemorrhoids	1	0.005632	84282008	Simple ligature of hemorrhoid (procedure)
55.92	Percutaneous aspiration of kidney (pelvis)	1	0.005616	262007	Percutaneous aspiration of renal pelvis (procedure)
51.36	Choledochoenterostomy	1	0.005554	14687003	Choledochoenterostomy (procedure)
37.31	Pericardiectomy	1	0.005529	34646007	Pericardiectomy (procedure)
99.63	Closed chest cardiac massage	1	0.005517	83099006	Manual external cardiac massage with closed chest (procedure)
94.35	Crisis intervention	1	0.005513	24172008	Crisis intervention (regime/therapy)
78.52	Internal fixation of humerus without fracture reduction	1	0.005472	26144004	Internal fixation of humerus without fracture reduction (procedure)
50.3	Lobectomy of liver	1	0.005472	85946004	Lobectomy of liver (procedure)
77.56	Repair of hammer toe	1	0.005464	127601009	Hammer toe operation (procedure)
54.92	Removal of foreign body from peritoneal cavity	1	0.005464	708993003	Removal of foreign body from peritoneal cavity (procedure)
83.94	Aspiration of bursa	1	0.005447	178122004	Aspiration of bursa (procedure)
51.37	Anastomosis of hepatic duct to gastrointestinal tract	1	0.005439	87231001	Anastomosis of hepatic duct to gastrointestinal tract (procedure)
85.94	Removal of implant of breast	1	0.005414	27315000	Removal of breast implant (procedure)
99.08	Transfusion of blood expander	1	0.005414	78281001	Transfusion of blood expander (procedure)
46.81	Intra-abdominal manipulation of small intestine	1	0.00541	23478009	Intra-abdominal manipulation of small intestine (procedure)
79.11	Closed reduction of fracture of humerus with internal fixation	1	0.005394	73156009	Closed reduction of fracture of humerus with internal fixation (procedure)
77.77	Excision of tibia and fibula for graft	1	0.005324	780902003	Harvest of bone graft from tibia and fibula (procedure)
83.03	Bursotomy	1	0.005299	23175002	Incision of bursa (procedure)
89.26	Gynecological examination	1	0.005295	83607001	Gynecologic examination (procedure)
80.21	Arthroscopy of shoulder	1	0.005283	281812007	Arthroscopic shoulder procedure (procedure)
38.06	Incision of abdominal arteries	1	0.005274	27560000	Incision of abdominal artery (procedure)
42.7	Esophagomyotomy	1	0.005258	235183004	Esophagomyotomy (procedure)
83.86	Quadricepsplasty	1	0.005246	266876006	Repair of quadriceps (procedure)
71.61	Unilateral vulvectomy	1	0.005233	75151002	Unilateral vulvectomy (situation)
35.11	Open heart valvuloplasty of aortic valve without replacement	1	0.005213	358571002	Open heart valvuloplasty of aortic valve without replacement (procedure)
29.12	Pharyngeal biopsy	1	0.005204	16299004	Pharyngeal biopsy (procedure)
76.76	Open reduction of mandibular fracture	1	0.005188	307289006	Open reduction of mandibular fracture (procedure)
26.30	Sialoadenectomy, not otherwise specified	1	0.005097	71735005	Excision of salivary gland (procedure)
06.81	Complete parathyroidectomy	1	0.005023	12330002	Complete parathyroidectomy (procedure)
83.72	Recession of tendon	1	0.004982	11685005	Recession of tendon (procedure)
02.43	Removal of ventricular shunt	1	0.004929	265221001	Removal of ventricular shunt (procedure)
79.87	Open reduction of dislocation of ankle	1	0.004896	20783001	Open reduction of dislocation of ankle (procedure)
34.23	Biopsy of chest wall	1	0.004879	276191006	Biopsy of chest wall (procedure)
81.00	Spinal fusion, not otherwise specified	1	0.004863	55705006	Spinal arthrodesis (procedure)
02.05	Insertion of skull plate	1	0.004851	48695001	Insertion of skull plate (procedure)
01.23	Reopening of craniotomy site	1	0.00476	82917000	Reopening of craniotomy site (procedure)
40.53	Radical excision of iliac lymph nodes	1	0.004752	112892003	Radical excision of iliac lymph nodes (procedure)
42.24	Closed [endoscopic] biopsy of esophagus	1	0.004727	71658001	Esophagoscopy for biopsy (procedure)
89.34	Digital examination of rectum	1	0.004723	410006001	Digital examination of rectum (procedure)
04.6	Transposition of cranial and peripheral nerves	1	0.004723	88868009	Transposition of cranial and peripheral nerves (procedure)
44.5	Revision of gastric anastomosis	1	0.004694	287810009	Gastric anastomosis revision (procedure)
46.21	Temporary ileostomy	1	0.00467	173980008	Creation of temporary ileostomy (procedure)
88.95	Magnetic resonance imaging of pelvis, prostate, and bladder	1	0.004649	3991004	Magnetic resonance imaging of pelvis, prostate and bladder (procedure)
88.03	Sinogram of abdominal wall	1	0.004645	9518008	Fistulogram of abdominal wall (procedure)
68.12	Hysteroscopy	1	0.004633	233545006	Hysteroscopy (procedure)
56.33	Ureteroscopy with biopsy	1	0.004608	196539005	Ureteroscopy with biopsy (procedure)
77.98	Total ostectomy of tarsals and metatarsals	1	0.004608	85790003	Total ostectomy of tarsals and metatarsals (procedure)
44.61	Suture of laceration of stomach	1	0.004571	360370002	Repair of stomach laceration by suture (procedure)
27.57	Attachment of pedicle or flap graft to lip and mouth	1	0.00455	48104009	Attachment of pedicle or flap graft to lip and mouth (procedure)
89.67	Monitoring of cardiac output by oxygen consumption technique	1	0.004501	73793009	Monitoring of cardiac output by oxygen consumption technique (regime/therapy)
64.0	Circumcision	1	0.004493	72310004	Circumcision (procedure)
85.12	Open biopsy of breast	1	0.004464	736615002	Open biopsy of breast (procedure)
28.2	Tonsillectomy without adenoidectomy	1	0.004456	173422009	Tonsillectomy (procedure)
93.05	Range of motion testing	1	0.004439	69212005	Range of motion testing (procedure)
80.75	Synovectomy of hip	1	0.004431	8846006	Excision of hip joint synovium (procedure)
81.15	Tarsometatarsal fusion	1	0.00439	307820000	Tarsometatarsal fusion (procedure)
55.01	Nephrotomy	1	0.004369	35157006	Incision of kidney (procedure)
40.42	Radical neck dissection, bilateral	1	0.004303	76056002	Bilateral radical neck dissection (procedure)
87.76	Retrograde cystourethrogram	1	0.004295	113104002	Retrograde cystourethrogram (procedure)
45.03	Incision of large intestine	1	0.004279	68188002	Incision of large intestine (procedure)
93.36	Cardiac retraining	1	0.004254	24050008	Post-cardiac rehabilitation training (regime/therapy)
89.63	Pulmonary artery pressure monitoring	1	0.00425	24599003	Pulmonary artery pressure monitoring (regime/therapy)
85.44	Bilateral extended simple mastectomy	1	0.004213	52314009	Bilateral mastectomy extended simple (procedure)
88.28	Skeletal x-ray of ankle and foot	1	0.004184	1597004	Skeletal X-ray of ankle and foot (procedure)
93.95	Hyperbaric oxygenation	1	0.004094	18678000	Hyperbaric oxygen therapy (procedure)
77.66	Local excision of lesion or tissue of patella	1	0.004024	104001	Excision of lesion of patella (procedure)
01.6	Excision of lesion of skull	1	0.003945	56569008	Excision of lesion of cranium (procedure)
57.91	Sphincterotomy of bladder	1	0.003847	46089005	Division of bladder neck (procedure)
87.62	Upper GI series	1	0.003843	241157000	Upper gastrointestinal tract series (procedure)
30.4	Radical laryngectomy	1	0.003834	287440003	Radical laryngectomy (procedure)
88.50	Angiocardiography, not otherwise specified	1	0.003797	34945008	Angiocardiography (procedure)
60.4	Retropubic prostatectomy	1	0.003777	67598001	Retropubic prostatectomy (procedure)
93.91	Intermittent positive pressure breathing [IPPB]	1	0.003769	387727008	Intermittent positive pressure breathing treatment (regime/therapy)
04.41	Decompression of trigeminal nerve root	1	0.003744	77135006	Decompression of trigeminal nerve root (procedure)
57.87	Reconstruction of urinary bladder	1	0.003711	287716007	Urinary bladder reconstruction (procedure)
80.35	Biopsy of joint structure of hip	1	0.003633	448579006	Biopsy of joint of hip (procedure)
58.93	Implantation of artificial urinary sphincter [AUS]	1	0.003629	57867007	Implantation of artificial urinary bladder sphincter (procedure)
70.24	Vaginal biopsy	1	0.003596	12125008	Vaginal biopsy (procedure)
29.4	Plastic operation on pharynx	1	0.003567	698853000	Plastic operation on pharynx (procedure)
76.92	Insertion of synthetic implant in facial bone	1	0.003513	18267000	Implantation of facial bone, synthetic or alloplastic (procedure)
37.73	Initial insertion of transvenous lead [electrode] into atrium	1	0.003501	88722002	Initial implantation of electrode into cardiac atrium (procedure)
92.03	Renal scan and radioisotope function study	1	0.003497	386206008	Kidney imaging with function study (procedure)
29.31	Cricopharyngeal myotomy	1	0.003493	83019005	Cricopharyngeal myotomy (procedure)
89.32	Esophageal manometry	1	0.003472	20816008	Esophageal manometry (procedure)
79.64	Debridement of open fracture of phalanges of hand	1	0.003427	39558001	Debridement of open fracture of phalanges of hand (procedure)
97.88	Removal of external immobilization device	1	0.003427	91640004	Removal of external immobilization device (procedure)
39.93	Insertion of vessel-to-vessel cannula	1	0.003423	10991000	Insertion of vessel-to-vessel cannula (procedure)
64.96	Removal of internal prosthesis of penis	1	0.003394	91024001	Removal of internal penile prosthesis (procedure)
51.43	Insertion of choledochohepatic tube for decompression	1	0.003386	28489004	Insertion of choledochohepatic tube for decompression (procedure)
79.65	Debridement of open fracture of femur	1	0.003378	81203002	Debridement of open fracture of femur (procedure)
68.8	Pelvic evisceration	1	0.003365	52224004	Pelvic exenteration (procedure)
37.51	Heart transplantation	1	0.003341	32413006	Transplantation of heart (procedure)
93.26	Manual rupture of joint adhesions	1	0.003324	88322000	Arthrolysis by stretching or manipulation (procedure)
70.72	Repair of colovaginal fistula	1	0.003316	24636002	Closure of colovaginal fistula (procedure)
96.57	Irrigation of vascular catheter	1	0.003283	79708004	Irrigation of vascular catheter (procedure)
55.24	Open biopsy of kidney	1	0.003275	40134000	Open biopsy of kidney (procedure)
79.34	Open reduction of fracture of phalanges of hand with internal fixation	1	0.00325	43050006	Open reduction of fracture of phalanges of hand with internal fixation (procedure)
94.22	Lithium therapy	1	0.003226	68852009	Lithium therapy (procedure)
71.5	Radical vulvectomy	1	0.003213	287966005	Radical vulvectomy (procedure)
28.0	Incision and drainage of tonsil and peritonsillar structures	1	0.003168	78819004	Incision and drainage of tonsil and peritonsillar structures (procedure)
37.92	Injection of therapeutic substance into heart	1	0.003156	42426008	Injection of therapeutic substance into heart (procedure)
21.71	Closed reduction of nasal fracture	1	0.003151	25060006	Closed reduction of nasal fracture (procedure)
77.62	Local excision of lesion or tissue of humerus	1	0.003147	22849005	Local excision of lesion or tissue of humerus (procedure)
38.09	Incision of lower limb veins	1	0.003123	58231006	Incision of vein of lower limb (procedure)
80.71	Synovectomy of shoulder	1	0.003119	122507007	Excision of shoulder joint synovium (procedure)
03.95	Spinal blood patch	1	0.003094	447366001	Injection of autologous whole blood into spinal epidural space (procedure)
71.11	Biopsy of vulva	1	0.003077	274942001	Biopsy of vulva (procedure)
70.33	Excision or destruction of lesion of vagina	1	0.003057	41883009	Excision of lesion of vagina (procedure)
55.87	Correction of ureteropelvic junction	1	0.003057	77100009	Reconstruction of ureteropelvic junction (procedure)
87.63	Small bowel series	1	0.00304	41500002	Small bowel series (procedure)
87.71	Computerized axial tomography of kidney	1	0.003036	55501000	Computerized axial tomography of kidney (procedure)
45.15	Open biopsy of small intestine	1	0.003032	359548007	Open biopsy of small intestine (procedure)
79.85	Open reduction of dislocation of hip	1	0.003028	75582008	Open reduction of dislocation of hip (procedure)
22.64	Sphenoidectomy	1	0.003007	88177004	Sphenoid sinusectomy (procedure)
29.32	Pharyngeal diverticulectomy	1	0.002975	232535003	Excision of pharyngeal pouch (procedure)
37.86	Replacement of any type of pacemaker device with single-chamber device, rate responsive	1	0.002946	384684002	Removal of cardiac pacemaker with replacement by single-chamber device, rate-responsive (procedure)
56.71	Urinary diversion to intestine	1	0.002938	1163003	Ureteroenterostomy (procedure)
37.91	Open chest cardiac massage	1	0.002933	149213005	Internal cardiac massage (procedure)
83.19	Scalenotomy	1	0.002929	405301008	Scalenotomy (procedure)
88.92	Magnetic resonance imaging of chest and myocardium	1	0.002925	62658002	Magnetic resonance imaging of chest and myocardium (procedure)
56.2	Ureterotomy	1	0.002917	10255001	Incision of ureter (procedure)
42.52	Intrathoracic esophagogastrostomy	1	0.002917	82744000	Esophagogastrostomy by thoracic approach (procedure)
76.91	Bone graft to facial bone	1	0.002913	288047005	Facial bone - bone graft (procedure)
06.52	Complete substernal thyroidectomy	1	0.002896	287261007	Total substernal thyroidectomy (procedure)
89.06	Consultation, described as limited	1	0.002888	70495004	Limited consultation (procedure)
79.61	Debridement of open fracture of humerus	1	0.002843	31061008	Debridement of open fracture of humerus (procedure)
46.94	Revision of anastomosis of large intestine	1	0.002843	4862007	Revision of anastomosis of large intestine (procedure)
33.91	Bronchial dilation	1	0.002835	287296007	Dilatation of bronchus (procedure)
44.15	Open biopsy of stomach	1	0.002835	59420007	Open biopsy of stomach (procedure)
83.61	Suture of tendon sheath	1	0.002789	37848002	Suture of tendon sheath (procedure)
30.3	Complete laryngectomy	1	0.002777	66478002	Total laryngectomy (procedure)
44.62	Closure of gastrostomy	1	0.00274	26586004	Closure of gastrostomy (procedure)
46.71	Suture of laceration of duodenum	1	0.002736	359591002	Suture of laceration of duodenum (procedure)
76.72	Open reduction of malar and zygomatic fracture	1	0.002732	13987009	Open reduction of malar and zygomatic fracture (procedure)
85.91	Aspiration of breast	1	0.002695	11106008	Aspiration of breast (procedure)
29.33	Pharyngectomy (partial)	1	0.002687	30226002	Partial pharyngectomy (procedure)
70.71	Suture of laceration of vagina	1	0.002658	237028006	Repair of vaginal tear (procedure)
34.27	Biopsy of diaphragm	1	0.002658	302453007	Biopsy of diaphragm (procedure)
99.01	Exchange transfusion	1	0.00265	39188002	Exchange transfusion (procedure)
46.93	Revision of anastomosis of small intestine	1	0.002621	41536004	Revision of anastomosis of small intestine (procedure)
39.65	Extracorporeal membrane oxygenation [ECMO]	1	0.002608	233573008	Extracorporeal membrane oxygenation (procedure)
34.26	Open mediastinal biopsy	1	0.002588	116234005	Open biopsy of mediastinum (procedure)
40.54	Radical groin dissection	1	0.002571	5998008	Radical lymph node dissection of groin (procedure)
83.31	Excision of lesion of tendon sheath	1	0.002567	239271002	Excision of lesion of tendon sheath (procedure)
22.52	Sphenoidotomy	1	0.002543	392213008	Sphenoid sinusotomy (procedure)
79.33	Open reduction of fracture of carpals and metacarpals with internal fixation	1	0.002522	68432004	Open reduction of fracture of carpals and metacarpals with internal fixation (procedure)
89.7	General physical examination	1	0.002468	5880005	Physical examination procedure (procedure)
44.01	Truncal vagotomy	1	0.00244	15213007	Truncal vagotomy (procedure)
43.0	Gastrotomy	1	0.00244	387867004	Incision of stomach (procedure)
89.23	Urethral sphincter electromyogram	1	0.002431	49376005	Electromyography of urethral sphincter (procedure)
76.74	Open reduction of maxillary fracture	1	0.002427	307285000	Open reduction maxillary fracture (procedure)
43.3	Pyloromyotomy	1	0.002419	173788005	Pyloromyotomy (procedure)
38.46	Resection of abdominal arteries with replacement	1	0.002419	6255008	Resection of abdominal artery with replacement (procedure)
97.32	Removal of nasal packing	1	0.00239	79467005	Removal of nasal pack (procedure)
03.1	Division of intraspinal nerve root	1	0.002378	287212005	Intraspinal nerve root division (procedure)
52.12	Open biopsy of pancreas	1	0.002378	59304001	Open biopsy of pancreas (procedure)
07.65	Total excision of pituitary gland, transsphenoidal approach	1	0.002341	3498003	Total excision of pituitary gland by transsphenoidal approach (procedure)
77.42	Biopsy of humerus	1	0.002333	252834003	Biopsy of humerus (procedure)
02.41	Irrigation and exploration of ventricular shunt	1	0.002333	6737003	Irrigation of ventricular shunt (procedure)
85.54	Bilateral breast implant	1	0.002329	52852000	Insertion of bilateral breast prostheses (procedure)
48.71	Suture of laceration of rectum	1	0.002325	42904002	Repair of rectal laceration (procedure)
99.11	Injection of Rh immune globulin	1	0.002296	180190006	Injection of RhD immune globulin (procedure)
42.42	Total esophagectomy	1	0.002292	14072009	Total esophagectomy (procedure)
46.82	Intra-abdominal manipulation of large intestine	1	0.002287	74539002	Intra-abdominal manipulation of large intestine (procedure)
50.61	Closure of laceration of liver	1	0.002271	397239004	Repair of liver laceration (procedure)
52.14	Closed [endoscopic] biopsy of pancreatic duct	1	0.002259	65369003	Endoscopic biopsy of pancreatic duct (procedure)
38.07	Incision of abdominal veins	1	0.00225	64012003	Incision of abdominal vein (procedure)
52.96	Anastomosis of pancreas	1	0.00223	90090007	Anastomosis of pancreatic duct (procedure)
33.52	Bilateral lung transplantation	1	0.002226	232658009	Double lung transplant (procedure)
77.63	Local excision of lesion or tissue of radius and ulna	1	0.002226	57696005	Local excision of lesion or tissue of radius AND ulna (procedure)
73.6	Episiotomy	1	0.002222	85548006	Episiotomy (procedure)
79.76	Closed reduction of dislocation of knee	1	0.002213	31315002	Reduction of closed knee dislocation (procedure)
94.37	Exploratory verbal psychotherapy	1	0.002193	15558000	Expressive psychotherapy (regime/therapy)
31.0	Injection of larynx	1	0.002193	32090000	Injection of larynx (procedure)
90.52	Culture of blood	1	0.002176	30088009	Blood culture (procedure)
54.64	Suture of peritoneum	1	0.002176	78233008	Suture of peritoneum (procedure)
92.16	Scan of lymphatic system	1	0.002164	169167001	Radionuclide lymphogram (procedure)
81.22	Arthrodesis of knee	1	0.002164	274056002	Arthrodesis of knee (procedure)
73.01	Induction of labor by artificial rupture of membranes	1	0.002164	408818004	Induction of labor by artificial rupture of membranes (procedure)
75.35	Intrauterine pressure determination	1	0.00216	83827002	Measurement of intrauterine pressure (procedure)
21.5	Submucous resection of nasal septum	1	0.002152	172790004	Submucous resection of nasal septum (procedure)
81.16	Metatarsophalangeal fusion	1	0.002152	310593007	Metatarsophalangeal fusion (procedure)
46.40	Revision of intestinal stoma, not otherwise specified	1	0.002115	44148007	Revision of enterostomy (procedure)
83.81	Tendon graft	1	0.00209	226203006	Tendon graft (procedure)
88.32	Contrast arthrogram	1	0.00209	33148003	Arthrography (procedure)
31.44	Closed [endoscopic] biopsy of trachea	1	0.002049	307822008	Endoscopic trachea biopsy (procedure)
94.42	Family therapy	1	0.002037	51484002	Family therapy (regime/therapy)
18.79	Otoplasty NOS	1	0.002024	33901004	Repair of external ear (procedure)
87.78	Ileal conduitogram	1	0.00202	419407006	Fluoroscopic ileal conduitography (procedure)
06.02	Reopening of wound of thyroid field	1	0.002008	396769003	Postoperative thyroidotomy (procedure)
47.2	Drainage of appendiceal abscess	1	0.002004	174052001	Drainage of appendix abscess (procedure)
57.85	Cystourethroplasty and plastic repair of bladder neck	1	0.002004	54033009	Cystourethroplasty (procedure)
96.26	Manual reduction of rectal prolapse	1	0.001995	44089008	Manual reduction of prolapsed rectum (procedure)
22.42	Frontal sinusectomy	1	0.001995	618007	Frontal sinusectomy (procedure)
39.41	Control of hemorrhage following vascular surgery	1	0.001983	70659002	Control of hemorrhage following vascular surgery (procedure)
99.72	Therapeutic leukopheresis	1	0.001983	77257005	Leukopheresis (procedure)
39.91	Freeing of vessel	1	0.001979	386772007	Lysis of adhesions of artery-vein-nerve bundle (procedure)
38.34	Resection of aorta with anastomosis	1	0.001979	77615009	Resection of aorta with anastomosis (procedure)
58.23	Biopsy of urethra	1	0.001971	217136007	Biopsy of urethra (procedure)
83.11	Achillotenotomy	1	0.001971	367446003	Achillotomy (procedure)
62.41	Removal of both testes at same operative episode	1	0.001946	386634006	Bilateral orchidectomy (procedure)
55.54	Bilateral nephrectomy	1	0.001934	1866009	Bilateral total nephrectomy (procedure)
52.98	Endoscopic dilation of pancreatic duct	1	0.001925	55648009	Endoscopic dilation of pancreatic duct (procedure)
60.0	Incision of prostate	1	0.001925	72489008	Incision of prostate (procedure)
83.12	Adductor tenotomy of hip	1	0.001913	2337004	Adductor tenotomy of hip (procedure)
77.75	Excision of femur for graft	1	0.001913	780905001	Harvesting of bone graft from femur (procedure)
39.30	Suture of unspecified blood vessel	1	0.001909	12175005	Repair of blood vessel with suture (procedure)
77.96	Total ostectomy of patella	1	0.001901	58992007	Complete patellectomy (procedure)
13.41	Phacoemulsification and aspiration of cataract	1	0.001897	84149000	Aspiration of cataract by phacoemulsification (procedure)
60.62	Perineal prostatectomy	1	0.001888	41371003	Perineal prostatectomy (procedure)
22.41	Frontal sinusotomy	1	0.001888	75810001	Frontal sinusotomy (procedure)
08.52	Blepharorrhaphy	1	0.001876	388008	Blepharorrhaphy (procedure)
40.52	Radical excision of periaortic lymph nodes	1	0.001839	33424003	Radical excision of periaortic lymph nodes (procedure)
37.32	Excision of aneurysm of heart	1	0.001835	80377005	Aneurysmectomy of heart (procedure)
92.11	Cerebral scan	1	0.001835	41440006	Radioisotope brain imaging (procedure)
94.46	Alcoholism counselling	1	0.001827	24165007	Alcoholism counseling (procedure)
85.32	Bilateral reduction mammoplasty	1	0.001823	265250008	Bilateral reduction mammoplasty (procedure)
34.82	Suture of laceration of diaphragm	1	0.001818	21832001	Suture of laceration of diaphragm (procedure)
56.52	Revision of cutaneous uretero-ileostomy	1	0.001818	26447000	Revision of cutaneous ureteroileostomy (procedure)
64.3	Amputation of penis	1	0.001814	80855002	Amputation of penis (procedure)
49.23	Biopsy of anus	1	0.001798	36488007	Biopsy of anus (procedure)
97.54	Removal of cholecystostomy tube	1	0.001769	75639003	Removal of tube cholecystostomy (procedure)
35.32	Operations on chordae tendineae	1	0.001765	13721004	Operation on chordae tendineae (procedure)
53.80	Repair of diaphragmatic hernia with thoracic approach, not otherwise specified	1	0.00174	72583007	Repair of diaphragmatic hernia by thoracic approach (procedure)
34.02	Exploratory thoracotomy	1	0.001728	26337002	Exploratory thoracotomy (procedure)
79.72	Closed reduction of dislocation of elbow	1	0.001699	59042004	Closed reduction of dislocation of elbow (procedure)
45.21	Transabdominal endoscopy of large intestine	1	0.001695	34264006	Intraoperative colonoscopy (procedure)
79.67	Debridement of open fracture of tarsals and metatarsals	1	0.001691	19417000	Debridement of open fracture of foot (procedure)
70.21	Vaginoscopy	1	0.001687	392002001	Endoscopy of vagina (procedure)
55.21	Nephroscopy	1	0.001687	52621004	Endoscopy of kidney (procedure)
52.6	Total pancreatectomy	1	0.001687	9524002	Total pancreatectomy (procedure)
45.92	Anastomosis of small intestine to rectal stump	1	0.001679	51396008	Anastomosis of small intestine to rectal stump (procedure)
40.40	Radical neck dissection, not otherwise specified	1	0.00167	45685007	Radical neck dissection (procedure)
93.74	Speech defect training	1	0.00167	66337003	Speech defect training (regime/therapy)
84.16	Disarticulation of knee	1	0.001662	265736004	Through knee amputation (procedure)
85.6	Mastopexy	1	0.001658	50843001	Fixation of pendulous breast (procedure)
40.64	Ligation of thoracic duct	1	0.001658	65651000	Ligation of thoracic duct (procedure)
45.11	Transabdominal endoscopy of small intestine	1	0.001642	29224002	Operative endoscopy of small intestine (procedure)
94.33	Behavior therapy	1	0.001633	166001	Behavioral therapy (regime/therapy)
59.3	Plication of urethrovesical junction	1	0.001613	37301005	Plication of urethrovesical junction (procedure)
50.0	Hepatotomy	1	0.001609	54153006	Incision of liver (procedure)
06.31	Excision of lesion of thyroid	1	0.001605	171988007	Excision of lesion of thyroid gland (procedure)
01.53	Lobectomy of brain	1	0.001605	53423001	Lobectomy of brain (procedure)
41.95	Repair and plastic operations on spleen	1	0.001592	265861008	Suture/repair of spleen (procedure)
21.31	Nasal polypectomy	1	0.001584	172825008	Nasal polypectomy (procedure)
48.0	Proctotomy	1	0.001584	34414001	Incision of rectum (procedure)
21.1	Incision of nose	1	0.00158	1854003	Incision of nose (procedure)
61.2	Excision of hydrocele (of tunica vaginalis)	1	0.001572	442189005	Excision of hydrocele of tunica vaginalis (procedure)
03.51	Repair of spinal meningocele	1	0.001567	53766007	Repair of meninges of spinal meningocele (procedure)
40.22	Excision of internal mammary lymph node	1	0.001563	17056008	Excision of internal mammary lymph nodes (procedure)
37.11	Cardiotomy	1	0.001559	340926007	Incision of heart (procedure)
04.01	Excision of acoustic neuroma	1	0.001543	300009002	Removal of acoustic neuroma (procedure)
53.17	Bilateral inguinal hernia repair with graft or prosthesis, not otherwise specified	1	0.001535	37627002	Bilateral repair of inguinal hernia with prosthesis or graft (procedure)
85.84	Pedicle graft to breast	1	0.001535	49770002	Mammoplasty with pedicle graft (procedure)
45.26	Open biopsy of large intestine	1	0.00153	73543008	Open biopsy of large intestine (procedure)
38.04	Incision of aorta	1	0.001526	392139002	Incision of aorta (procedure)
93.32	Whirlpool treatment	1	0.001522	113133001	Hydrotherapy with whirlpool bath (regime/therapy)
27.24	Biopsy of mouth, unspecified structure	1	0.001522	304502009	Biopsy of mouth (procedure)
93.23	Fitting of orthotic device	1	0.001518	37030005	Fitting of orthotic device (procedure)
96.22	Dilation of rectum	1	0.001518	59896001	Dilation of rectum (procedure)
76.75	Closed reduction of mandibular fracture	1	0.001514	24832002	Closed reduction of mandibular fracture (procedure)
89.69	Monitoring of coronary blood flow	1	0.00151	12065009	Monitoring of coronary blood flow (regime/therapy)
33.43	Closure of laceration of lung	1	0.001506	310393006	Suture of lung laceration (procedure)
58.0	Urethrotomy	1	0.001502	71326001	Incision of urethra (procedure)
76.97	Removal of internal fixation device from facial bone	1	0.001485	27426005	Removal of internal fixation device from facial bone (procedure)
44.00	Vagotomy, not otherwise specified	1	0.001485	65310005	Vagotomy (procedure)
33.1	Incision of lung	1	0.001473	45558009	Incision of lung (procedure)
88.23	Skeletal x-ray of wrist and hand	1	0.001465	39714003	Skeletal X-ray of wrist and hand (procedure)
56.91	Dilation of ureteral meatus	1	0.001465	60723004	Dilation of ureterovesical orifice (procedure)
65.81	Laparoscopic lysis of adhesions of ovary and fallopian tube	1	0.001461	447077004	Laparoscopic lysis of adhesions of ovary and fallopian tube (procedure)
38.13	Endarterectomy of upper limb vessels	1	0.001456	43418007	Endarterectomy of upper limb artery (procedure)
70.73	Repair of rectovaginal fistula	1	0.001436	64928005	Closure of rectovaginal fistula (procedure)
59.71	Levator muscle operation for urethrovesical suspension	1	0.001415	33295008	Urethrocystopexy by levator muscle sling (procedure)
83.01	Exploration of tendon sheath	1	0.001411	62463007	Exploration of tendon sheath (procedure)
49.11	Anal fistulotomy	1	0.001411	79567008	Incision of anal fistula (procedure)
99.95	Stretching of foreskin	1	0.001403	176549001	Stretching of prepuce (procedure)
33.32	Artificial pneumothorax for collapse of lung	1	0.001391	29068008	Therapeutic pneumothorax (procedure)
79.13	Closed reduction of fracture of carpals and metacarpals with internal fixation	1	0.001382	276813006	Closed reduction of fracture of carpals and metacarpals with internal fixation (procedure)
38.59	Ligation and stripping of lower limb varicose veins	1	0.001358	449320003	Ligation and stripping of varicose vein of lower limb (procedure)
96.23	Dilation of anal sphincter	1	0.001341	174368001	Dilation of anal sphincter (procedure)
21.22	Biopsy of nose	1	0.001333	413650000	Biopsy of nose (procedure)
78.58	Internal fixation of tarsals and metatarsals without fracture reduction	1	0.001333	79423008	Internal fixation of tarsals and metatarsals without fracture reduction (procedure)
33.51	Unilateral lung transplantation	1	0.001325	232657004	Single lung transplant (procedure)
48.82	Excision of perirectal tissue	1	0.001321	171373006	Excision of perirectal tissue (procedure)
06.13	Biopsy of parathyroid gland	1	0.001321	87451000	Biopsy of parathyroid gland (procedure)
52.13	Endoscopic retrograde pancreatography [ERP]	1	0.001317	174651007	Endoscopic retrograde pancreatography (procedure)
79.77	Closed reduction of dislocation of ankle	1	0.001317	19948003	Closed reduction of dislocation of ankle (procedure)
84.13	Disarticulation of ankle	1	0.001317	397218006	Amputation of ankle (procedure)
81.14	Midtarsal fusion	1	0.001308	359593004	Midtarsal fusion (procedure)
89.24	Uroflowmetry [UFR]	1	0.001308	44856007	Uroflowmetry (procedure)
99.12	Immunization for allergy	1	0.001304	182678001	Hyposensitization to allergens (procedure)
49.95	Control of (postoperative) hemorrhage of anus	1	0.001304	709423005	Control of postoperative hemorrhage of anus (procedure)
55.11	Pyelotomy	1	0.0013	5572009	Incision of kidney pelvis (procedure)
82.21	Excision of lesion of tendon sheath of hand	1	0.0013	86880009	Excision of lesion of tendon sheath of hand (procedure)
02.07	Removal of skull plate	1	0.001296	17669008	Removal of skull plate (procedure)
79.14	Closed reduction of fracture of phalanges of hand with internal fixation	1	0.001288	90899009	Closed reduction of fracture of phalanges of hand with internal fixation (procedure)
96.24	Dilation and manipulation of enterostomy stoma	1	0.001284	12558009	Dilation of intestinal stoma (procedure)
60.61	Local excision of lesion of prostate	1	0.001284	708622001	Local excision of lesion of prostate (procedure)
